Hugo_Symbol	TCGA-BH-A0BD-01	TCGA-AN-A0FJ-01	TCGA-A8-A06Q-01	TCGA-A8-A09D-01	TCGA-A1-A0SM-01	TCGA-B6-A0IE-01	TCGA-A8-A07R-01	TCGA-A8-A097-01	TCGA-BH-A0B3-01	TCGA-A8-A09R-01	TCGA-AO-A0J5-01	TCGA-AO-A03T-01	TCGA-AQ-A04J-01	TCGA-B6-A0RO-01	TCGA-B6-A0RN-01	TCGA-BH-A0W3-01	TCGA-A2-A0CT-01	TCGA-AN-A0FZ-01	TCGA-AR-A0TR-01	TCGA-B6-A0IG-01	TCGA-A1-A0SO-01	TCGA-AO-A0JJ-01	TCGA-AR-A0U3-01	TCGA-B6-A0IP-01	TCGA-AN-A0FD-01	TCGA-A8-A08Z-01	TCGA-A2-A0T7-01	TCGA-A2-A04P-01	TCGA-A2-A0CM-01	TCGA-A8-A0AB-01	TCGA-BH-A0BV-01	TCGA-A8-A082-01	TCGA-A2-A0ST-01	TCGA-AR-A0U2-01	TCGA-A8-A06R-01	TCGA-A7-A0CG-01	TCGA-BH-A0EE-01	TCGA-A1-A0SE-01	TCGA-A8-A086-01	TCGA-AN-A0AM-01	TCGA-A1-A0SP-01	TCGA-BH-A0DK-01	TCGA-BH-A0HK-01	TCGA-AN-A04C-01	TCGA-AN-A046-01	TCGA-BH-A0HY-01	TCGA-A8-A07Z-01	TCGA-A8-A06P-01	TCGA-B6-A0IB-01	TCGA-BH-A0B4-01	TCGA-B6-A0RI-01	TCGA-A8-A08S-01	TCGA-B6-A0RU-01	TCGA-B6-A0RV-01	TCGA-A8-A09C-01	TCGA-AO-A0JC-01	TCGA-A8-A085-01	TCGA-A8-A09K-01	TCGA-A8-A08L-01	TCGA-AN-A0XS-01	TCGA-AO-A0J7-01	TCGA-AO-A0J9-01	TCGA-AN-A0AK-01	TCGA-A8-A081-01	TCGA-BH-A0BM-01	TCGA-BH-A0B9-01	TCGA-A7-A0CH-01	TCGA-AN-A0FN-01	TCGA-AO-A0JI-01	TCGA-B6-A0RE-01	TCGA-B6-A0IC-01	TCGA-A8-A0A4-01	TCGA-AO-A0J4-01	TCGA-AO-A03O-01	TCGA-BH-A0C0-01	TCGA-A2-A0EU-01	TCGA-BH-A0HN-01	TCGA-BH-A0DQ-01	TCGA-A2-A0SY-01	TCGA-A7-A0CJ-01	TCGA-A2-A0T1-01	TCGA-B6-A0X4-01	TCGA-A2-A0YC-01	TCGA-A8-A076-01	TCGA-B6-A0I6-01	TCGA-A2-A0EN-01	TCGA-AO-A0J2-01	TCGA-AR-A0TZ-01	TCGA-BH-A0HQ-01	TCGA-A2-A04R-01	TCGA-BH-A0HF-01	TCGA-A2-A0SW-01	TCGA-B6-A0I2-01	TCGA-B6-A0WZ-01	TCGA-AR-A0TX-01	TCGA-AO-A0J3-01	TCGA-A8-A09M-01	TCGA-A8-A06Z-01	TCGA-BH-A0HO-01	TCGA-BH-A0E1-01	TCGA-AR-A0TV-01	TCGA-A2-A0SX-01	TCGA-A2-A0YK-01	TCGA-AO-A03L-01	TCGA-AO-A0JM-01	TCGA-AN-A0XT-01	TCGA-A7-A0DB-01	TCGA-A8-A08R-01	TCGA-AN-A0FX-01	TCGA-AN-A0AL-01	TCGA-B6-A0IN-01	TCGA-A8-A0A1-01	TCGA-A8-A07O-01	TCGA-B6-A0IO-01	TCGA-AN-A0FF-01	TCGA-A8-A09B-01	TCGA-A2-A0YH-01	TCGA-B6-A0IJ-01	TCGA-A7-A0CE-01	TCGA-B6-A0WW-01	TCGA-A2-A0D4-01	TCGA-A2-A0T2-01	TCGA-A8-A07E-01	TCGA-A2-A0CQ-01	TCGA-A8-A091-01	TCGA-A2-A0D1-01	TCGA-AN-A03Y-01	TCGA-A2-A0T4-01	TCGA-BH-A0AW-01	TCGA-A2-A0ET-01	TCGA-AR-A0TP-01	TCGA-A8-A08X-01	TCGA-AR-A0TT-01	TCGA-BH-A0DP-01	TCGA-AN-A0FY-01	TCGA-BH-A0HL-01	TCGA-A1-A0SH-01	TCGA-BH-A0HI-01	TCGA-A2-A0EM-01	TCGA-A2-A0T0-01	TCGA-A2-A0SV-01	TCGA-A8-A099-01	TCGA-A2-A0YT-01	TCGA-AN-A0XW-01	TCGA-A8-A07W-01	TCGA-A8-A08I-01	TCGA-B6-A0WY-01	TCGA-A8-A07G-01	TCGA-BH-A0HW-01	TCGA-A8-A09T-01	TCGA-AN-A0AS-01	TCGA-B6-A0RS-01	TCGA-BH-A0E0-01	TCGA-A8-A09E-01	TCGA-A2-A0YG-01	TCGA-BH-A0HX-01	TCGA-BH-A0DH-01	TCGA-AN-A0G0-01	TCGA-AN-A0FS-01	TCGA-B6-A0WV-01	TCGA-A8-A06Y-01	TCGA-A8-A06O-01	TCGA-A8-A08G-01	TCGA-A2-A0EV-01	TCGA-A8-A07S-01	TCGA-BH-A0WA-01	TCGA-A2-A0T5-01	TCGA-A1-A0SK-01	TCGA-A8-A07L-01	TCGA-AN-A0AR-01	TCGA-B6-A0I5-01	TCGA-AO-A0JF-01	TCGA-A2-A0YD-01	TCGA-A8-A0A7-01	TCGA-BH-A0HP-01	TCGA-A2-A04T-01	TCGA-A8-A08T-01	TCGA-A8-A0A6-01	TCGA-BH-A0BC-01	TCGA-B6-A0WT-01	TCGA-A8-A07F-01	TCGA-BH-A0B8-01	TCGA-AR-A0U4-01	TCGA-B6-A0RT-01	TCGA-A8-A06N-01	TCGA-BH-A0H6-01	TCGA-A8-A08A-01	TCGA-A8-A08J-01	TCGA-A2-A04X-01	TCGA-A2-A0CZ-01	TCGA-A8-A06U-01	TCGA-A8-A090-01	TCGA-A2-A0YF-01	TCGA-A2-A0YM-01	TCGA-A2-A0CP-01	TCGA-AN-A0FT-01	TCGA-AN-A0XV-01	TCGA-A8-A07B-01	TCGA-A2-A0CU-01	TCGA-AN-A0XR-01	TCGA-A8-A092-01	TCGA-A2-A04V-01	TCGA-A8-A094-01	TCGA-BH-A0HB-01	TCGA-BH-A0HU-01	TCGA-AO-A0JG-01	TCGA-AN-A03X-01	TCGA-A8-A09X-01	TCGA-BH-A0E6-01	TCGA-BH-A0DS-01	TCGA-B6-A0WX-01	TCGA-A8-A07P-01	TCGA-B6-A0X5-01	TCGA-A8-A095-01	TCGA-B6-A0IM-01	TCGA-A8-A083-01	TCGA-BH-A0H9-01	TCGA-A2-A04Y-01	TCGA-BH-A0W5-01	TCGA-B6-A0IQ-01	TCGA-A2-A0T6-01	TCGA-B6-A0IA-01	TCGA-AN-A041-01	TCGA-A8-A08H-01	TCGA-A8-A093-01	TCGA-BH-A0GZ-01	TCGA-A8-A0A2-01	TCGA-AN-A0XU-01	TCGA-A2-A0D0-01	TCGA-B6-A0I9-01	TCGA-A8-A07C-01	TCGA-A2-A0CY-01	TCGA-BH-A0E7-01	TCGA-A8-A06T-01	TCGA-A8-A075-01	TCGA-A8-A08O-01	TCGA-A8-A09A-01	TCGA-A2-A0SU-01	TCGA-AN-A0XP-01	TCGA-BH-A0RX-01	TCGA-A7-A0CD-01	TCGA-A2-A0D2-01	TCGA-A8-A0AD-01	TCGA-A2-A0EQ-01	TCGA-A8-A08B-01	TCGA-AO-A0JB-01	TCGA-B6-A0I8-01	TCGA-A8-A07U-01	TCGA-B6-A0RL-01	TCGA-A8-A09Q-01	TCGA-AO-A0JL-01	TCGA-A2-A0EO-01	TCGA-A8-A07J-01	TCGA-A2-A0ER-01	TCGA-A8-A0A9-01	TCGA-AO-A0JD-01	TCGA-A8-A079-01	TCGA-A8-A084-01	TCGA-BH-A0H0-01	TCGA-A7-A0D9-01	TCGA-BH-A0GY-01	TCGA-BH-A0H7-01	TCGA-A1-A0SJ-01	TCGA-AN-A0FK-01	TCGA-BH-A0W4-01	TCGA-A2-A0YL-01	TCGA-AN-A04D-01	TCGA-AO-A0JA-01	TCGA-AN-A0FV-01	TCGA-AN-A04A-01	TCGA-BH-A0B1-01	TCGA-AN-A049-01	TCGA-A8-A096-01	TCGA-A8-A09Z-01	TCGA-BH-A0DZ-01	TCGA-B6-A0RM-01	TCGA-AN-A0FW-01	TCGA-AR-A0TQ-01	TCGA-A2-A0EY-01	TCGA-AN-A0AJ-01	TCGA-AN-A0FL-01	TCGA-A2-A0EX-01	TCGA-A8-A09I-01	TCGA-B6-A0RP-01	TCGA-AO-A0JE-01	TCGA-A7-A0DC-01	TCGA-AO-A03R-01	TCGA-AN-A0XO-01	TCGA-BH-A0BJ-01	TCGA-BH-A0AY-01	TCGA-AO-A0J8-01	TCGA-A8-A09N-01	TCGA-B6-A0IK-01	TCGA-A2-A04Q-01	TCGA-B6-A0RG-01	TCGA-AO-A0J6-01	TCGA-AN-A0XN-01	TCGA-BH-A0BA-01	TCGA-A8-A07I-01	TCGA-A8-A09G-01
hsa-miR-361-5p	8.28262431	7.94982833	7.88571816	9.17206194	7.594817	7.93941331	8.96743521	8.87465456	8.10956932	8.01638862	7.81803911	8.69043012	8.66922336	7.53808696	7.32915966	8.2648305	7.33779954	9.36022691	7.80849106	8.25807697	7.79964546	7.83324023	8.19067167	7.79109266	7.89316969	7.98478297	7.68614612	8.40522948	9.21561431	8.09069376	7.58179142	8.09651041	8.26470223	7.90876154	7.83859696	8.08380331	8.52288047	7.92117088	8.23298558	8.25106642	7.85222656	7.75636398	7.89607282	7.95863814	8.28225568	7.03510551	8.48290214	8.78694279	8.58259163	8.00714975	8.06241534	8.5436331	8.07929127	7.68859578	7.87771505	7.84710202	7.47833043	8.1220041	8.49804311	7.9256438	7.24862279	7.82885041	7.57819848	8.78806981	6.6051327	7.64962573	8.24770747	8.35280453	7.10484338	6.91372533	7.96632876	8.07427188	7.86160073	7.33803622	7.22398061	7.14521894	6.88866796	8.55646258	7.26500257	7.63833149	7.8245842	7.20356599	8.25357629	7.73099907	8.10254657	7.8424727	7.4842667	7.69403713	7.42044968	8.01405603	7.54995564	8.18159912	8.43216935	7.74028905	7.84651015	9.23356525	8.27296442	7.48582609	7.75437087	7.92775572	7.56205277	8.00811326	8.13064274	8.77611402	6.46634998	7.5700846	8.64656695	8.68261505	8.71232002	7.14957725	7.85195234	7.79649239	8.52115997	7.97888258	8.6556992	8.06137338	8.28916952	7.78514755	7.96432456	7.71672652	8.88088099	7.27413167	8.39619026	8.7196708	8.06719811	7.74959898	8.43647865	7.79153021	7.59127371	8.00328993	7.97661468	6.92704654	7.56079334	7.05860459	9.08677868	7.24912256	7.72508834	7.4807492	8.17486541	7.36037729	7.55526685	7.05731435	8.01166767	7.02745356	8.72100058	8.07535334	8.14095734	8.71871208	8.00812304	8.14605841	7.18866834	7.69772058	7.76509981	7.53865995	7.26791418	7.2175102	8.63464036	7.31507743	8.03065933	7.88397248	7.06959439	7.59864429	8.25274567	8.56245547	8.20148912	7.99895639	7.79402182	7.63430048	7.86017899	7.73990267	8.20276086	7.59082915	8.52897801	8.39221063	7.7364934	9.20317772	7.53412391	7.26487371	7.75837732	7.83263142	8.36189221	7.09672477	7.79617095	8.51648824	8.4271063	7.53377668	8.17453378	7.26542236	7.91070702	8.31163731	8.414053	7.4810118	8.32428724	7.94095656	8.44296006	8.02074087	7.80595473	7.8393415	8.30337878	7.94529076	7.60437642	8.04872599	8.65985375	7.51357506	8.13628945	7.58815484	8.2034214	7.8140137	8.80429632	6.98013506	7.62918754	8.35433639	8.11430467	8.40967257	7.94873209	8.03477715	7.37038874	8.54395431	7.71532587	9.21093371	7.75261158	7.86545129	8.64756839	8.06375202	8.31644469	7.80975209	8.01482856	7.79880692	7.39805862	8.52871416	8.58927442	8.61323822	8.40066796	6.78783155	7.77445256	6.72854483	8.54432642	7.36664486	8.01434142	7.74095178	7.19491338	8.78522612	8.66557266	8.9956247	6.94387802	7.50029245	8.34497028	8.89674692	9.07047853	8.1422373	7.56466482	8.48110236	6.96781273	8.37735733	8.52417742	8.22063284	8.6987945	7.59129391	7.13068159	8.18844193	8.60374197	8.34213346	8.27224665	8.53675311	7.74772914	7.96919538	8.29158301	7.43363206	7.92752371	7.82403	7.29493855	7.11754192	8.37782328	8.65548742	8.15856751	7.42191645	9.06872729	7.48432472	8.46062683	8.20344173	8.37086553	8.3387991	7.49388927	7.64534581	7.97191132	8.33002989	8.50105045	8.15026958	7.40036755	8.22973956	8.11027564	7.74500478	7.45033244	8.45026014	8.38498038	7.89525206	7.8590635	6.69481649	7.87306113	7.41773273
hsa-miR-361-3p	4.98087409	3.39086104	4.13848423	4.71497426	4.46374293	3.59206261	4.80459963	5.22428016	4.26755339	3.69723761	2.96753969	5.04156457	5.25920394	3.71230134	3.02335123	5.75562384	4.53044461	4.56052556	2.91053359	4.25627472	3.89275486	5.14123242	4.68737095	3.59546715	4.67614045	4.05607426	3.82710704	5.16576354	5.88207493	3.58656234	4.33557766	3.73505395	6.57468705	5.17179595	3.71823201	4.68197566	6.47716217	4.03364561	4.44221355	4.97520797	4.59080321	3.73677325	4.32621721	4.37122416	4.55978966	3.91580658	4.64919589	4.09764363	4.29965767	3.11962448	3.78071709	5.14334937	3.7972559	4.49820668	3.24627812	8.41939069	3.36790644	4.28716844	4.46619424	5.05302311	2.39375441	3.48442767	3.59915809	5.11051032	5.50325308	6.39246789	3.81750092	4.21458839	5.70978058	5.01388949	4.66515922	3.27676474	4.87553992	4.10056848	7.20503905	5.29354169	2.50208691	4.17522866	3.54691499	5.37931015	5.30952371	5.13218135	6.2884947	4.02645495	4.04426692	4.0898447	4.61214152	3.49016479	2.76045379	5.04794203	3.85414737	4.79345134	4.82448677	5.07732404	4.7075608	4.17151911	4.63161945	4.0027432	4.44412458	4.85683394	4.47035294	4.86904922	5.38447999	7.09658851	5.31137532	4.17388374	4.02740296	5.27662269	4.40532017	5.36198558	3.31761591	4.2331599	4.74637291	5.78010271	4.66777204	4.40856823	6.15697491	4.30043652	4.2873802	5.04002145	4.51479511	4.19396132	4.24983373	5.35210004	3.93106142	4.83830321	3.55927974	4.25951659	5.96907831	4.47581293	3.34535852	5.31158195	5.78656049	5.30978928	4.5267831	2.65417597	3.03321064	4.46893345	4.67406336	4.22207427	4.70060621	3.35687463	6.63315604	5.13793009	4.19743862	4.74924957	5.94101977	4.07485589	3.63192528	4.30792483	2.92422574	4.24440209	4.0070726	3.40758587	5.16099897	3.8800691	4.89836854	4.17894074	3.68858466	5.31218536	2.66647021	4.51618213	4.46309275	4.84862637	4.13002676	5.57109485	3.68549737	3.85180075	3.82896026	4.26117049	4.27834421	3.85811303	5.17103938	4.61169732	3.81139821	4.48561946	3.41666633	4.99007959	4.51366175	5.65604268	3.82414435	3.48580958	6.2801558	6.75930789	3.26521861	3.90252052	3.53067759	3.40035194	4.66092871	4.17188534	5.25937171	3.32720646	4.92384194	5.85821613	4.66308588	3.04804822	5.27847772	2.71418637	4.40721459	5.19260081	3.82147454	3.14504495	5.14632639	5.77964992	3.2735783	3.83760627	4.28558051	5.20215597	5.02900261	5.38497679	4.38887321	4.27719699	5.67303563	4.295457	4.03262296	4.85396383	5.04846065	4.9245413	5.33285623	4.72096772	3.18324594	4.70643519	4.70646208	4.66382141	3.72585764	3.23543683	4.78793474	5.95706901	3.77356776	4.08125518	4.27941916	5.16006559	4.82813491	3.53660645	3.9045131	4.48568831	3.95748663	3.24655102	6.1681136	5.67749849	3.90099966	5.12302062	4.67688797	5.94982101	5.63521182	4.53876659	3.71331454	5.33245799	5.41255859	4.28824165	4.50783359	4.82037235	5.2371334	5.4106855	3.92248091	4.27455298	5.29533652	4.55567	4.93338015	4.25967684	4.34008153	5.02837268	4.56582064	5.29269169	5.03381879	4.60207851	4.19606039	2.86377645	4.4768623	3.55181411	4.90262113	3.74366175	4.62477948	5.02992869	4.46585515	4.43127451	4.1706069	5.08173896	4.60415415	4.42333165	4.76442331	4.19831788	5.35853742	4.37398654	5.41649309	3.95900725	4.74870963	4.98034458	3.0987799	3.98942523	3.6336893	3.39529352	3.7034251	5.26478032	3.70982007	3.86182906	5.1679016	5.35921346	4.54468762	4.4659879
hsa-miR-485-3p	-1.18905091	2.45797523	0.33112931	3.60805906	1.94018097	1.42213761	2.30209929	0.8182878	2.03489263	2.45622951	1.8155366	3.76593013	2.82624453	0.65340765	1.85342623	1.41934045	0.53044461	2.97556306	-0.25939141	1.41977346	0.3691929	0.90419322	0.54441299	1.50800431	1.57927891	2.38622286	1.59444629	1.73280414	0.83768081	-0.11387738	0.73972684	1.15009145	-0.09064886	3.50437129	1.36773476	2.31940559	1.43276805	1.19714434	1.38331986	2.84592495	0.78344829	1.73677325	1.9782939	2.56386924	1.65289906	0.64278809	0.69499958	1.96836061	1.80780457	1.79769638	1.628714	2.03901271	2.84032462	0.69085176	2.43892319	1.42503725	1.49343732	-0.41327128	2.07387682	2.22520409	0.39375441	2.35514466	2.48368088	1.97300679	0.56073858	1.03491589	2.97796559	2.27598893	0.06592439	0.65633749	0.05044938	-1.11555268	1.1751002	1.01310564	0.96345306	1.43556069	1.50208691	2.17522866	0.22498689	1.15049146	2.42199844	1.34558499	1.02796715	0.85652995	0.07464057	1.11002259	2.26421822	0.68280987	-0.65458371	-0.08134099	2.59111296	0.74905722	0.43216935	2.60483627	1.79002296	-0.82848089	0.10805749	1.12827408	0.07489077	2.60049419	-0.85157516	2.35120092	1.28014333	3.06839162	-0.28853752	-0.55403672	2.15293384	1.6327665	1.63978542	2.77702308	1.04459742	2.33269558	0.74637291	0.73570859	1.17591894	2.50167764	2.33497321	0.71547402	2.59772032	1.58058983	2.62726984	1.64964081	3.12430285	1.12970762	1.34609892	0.39204698	1.38935474	2.05006322	3.29665296	0.06077543	0.40675907	1.61114223	0.630056	0.29483894	2.02428276	2.23913847	2.65469901	1.54293403	2.69317218	1.86452226	1.11564371	0.82082173	1.37262849	1.85252787	0.8051212	0.9626532	2.31652891	2.68253847	-0.27496532	2.48689497	2.56808193	1.14006543	1.50457226	0.88402392	1.46055925	0.67061574	0.19792882	1.59397824	1.01051275	2.85275375	0.00350519	2.88815091	2.27546575	1.61158718	2.29995176	1.91574303	2.04806745	0.32823879	2.96646378	2.09124549	2.07189333	2.35561269	1.24820724	2.65750101	0.41908078	0.62763847	2.60931141	0.18272467	1.53383963	2.65604268	2.36471273	0.8275981	1.95822771	-0.58942027	0.20632492	1.96392107	3.53067759	3.29343674	1.6253048	0.8213881	2.04991835	0.42031587	1.84855381	1.27325363	1.25709352	2.53347505	1.86344022	2.1996132	0.91536149	1.32470435	2.43445141	1.40807936	1.35973003	1.20979431	-0.11873912	0.79807791	3.54861491	2.94839938	1.55095531	2.63774286	2.56944545	0.81776537	0.4898138	2.295457	2.13953817	2.56445722	-0.03900219	1.28068511	0.94053881	2.21846738	1.55097772	0.82379214	2.64756839	3.71628883	1.89578264	1.31789899	1.05096915	2.01221056	-0.13332284	1.03686106	1.27941916	0.35271067	0.74067207	2.47247611	1.04653211	1.16376021	2.65792635	1.24655102	2.40257886	1.36591234	-0.21447756	1.80109252	1.31431789	2.73259029	0.37782398	0.29083908	1.05034953	1.55986849	0.79784874	0.96631356	1.70047867	2.05483761	1.93596386	1.03217388	1.27862472	1.55834594	0.86907177	2.01134948	0.07539915	0.67471434	2.75511903	0.65913887	0.35636727	3.31693923	2.3767065	0.1426469	-0.19625703	2.32320807	4.52416802	1.7675428	0.68022871	2.42173365	1.93672349	0.84010413	3.10328507	0.15825601	-0.87378722	1.08173896	0.55976003	1.61597673	0.12056712	-0.26111374	1.01276258	0.20406153	2.20703973	1.84353003	1.94135471	2.39538207	0.45492371	3.16999748	0.70768988	2.22536852	1.31876125	1.90722832	-0.24437624	1.44679156	2.5829391	-0.35503206	1.47859843	1.80302289
hsa-miR-411	0.81094909	0.99854361	0.33112931	1.49258184	0.52514348	1.68517202	0.71713679	0.0813222	1.03489263	-0.00320211	1.8155366	1.51800262	1.72670885	1.39037324	1.17535433	1.09741235	0.94548211	0.80563805	-1.84435391	0.93434663	1.3691929	0.41876639	-0.04054951	1.31535923	1.21670883	1.24871934	1.07987311	0.41087604	1.25271831	-0.11387738	0.86525772	1.15009145	1.23127923	1.41690844	0.36773476	1.83397876	0.43276805	1.84922104	0.79835736	1.43088745	1.59080321	2.05870134	1.32621721	1.75651431	1.23786156	1.37975368	1.27996208	0.55332311	1.61515949	2.0200888	1.26614392	1.30204711	3.07478988	0.95388616	1.0238857	1.42503725	1.23040292	0.58672872	1.07387682	0.48823849	0.39375441	1.35514466	0.89871838	1.2360412	0.56073858	0.44995339	1.31500058	2.01295453	0.6508869	1.24129999	1.05044938	1.20637542	0.1751002	-0.57185686	0.37849056	1.43556069	1.72447933	0.68980183	0.9030588	1.15049146	1.10007034	0.6086194	1.02796715	0.85652995	1.29703299	1.94009759	1.9747116	1.53080678	0.34541629	0.91865901	1.96962458	1.33401972	1.43216935	1.0902631	2.62009796	-0.24351839	1.42998559	1.12827408	0.81185637	2.0935342	0.73338734	1.8917693	1.28014333	0.40542661	0.71146248	-0.55403672	2.44244046	1.217729	1.31785733	0.96966816	0.78156301	1.42580498	1.16141041	1.47267419	0.17591894	2.08664014	1.11258079	0.13051152	1.89145153	0.58058983	1.89030424	1.0646783	0.66487123	0.54474512	0.34609892	-0.34491862	0.97431724	1.05006322	1.61858106	-0.52418707	-1.17820343	0.61114223	1.0450935	1.70987643	1.02428276	1.65417597	1.33277092	0.80596844	1.44524466	0.86452226	1.60107054	0.08385614	0.78766599	0.43749037	-0.1948788	0.9626532	1.95395883	0.68253847	0.30999718	0.90193247	2.09415074	0.81813733	1.91960975	-0.11597608	1.04552176	-0.32938426	0.19792882	1.59397824	1.01051275	0.53082565	-0.58145731	1.01368179	0.69050325	1.12616035	0.71498926	0.59381493	2.33757406	-0.08679871	1.50703216	0.50628299	2.27834421	0.77065019	-0.33675526	1.24246351	1.2935499	0.62763847	1.19427391	0.76768717	0.36391463	1.65604268	0.36471273	-0.0024769	1.22126211	1.73250783	-0.37863758	0.96392107	1.83023787	0.59299702	-0.6966233	1.30681492	2.37184644	1.00527837	0.04119889	0.68829113	0.52012792	0.72612013	1.86344022	0.97722077	-0.08463851	1.00277625	0.7340117	0.82311686	1.35973003	1.53172241	1.20318897	1.32859262	1.47822558	0.83292216	1.32856289	1.83038794	1.94141423	0.23280287	-0.0951487	2.00595039	1.50210825	1.39453222	0.96099781	0.28068511	2.11046381	1.21846738	0.55097772	1.82379214	1.38453398	2.49389641	0.72585764	0.73293649	1.27336157	1.27524497	0.86667716	1.62182356	1.27941916	0.35271067	-0.25932793	1.01304449	1.63149461	0.57879771	2.12741163	1.24655102	1.08065076	1.55855742	0.20055994	2.28651935	-0.49303703	1.41066219	0.37782398	0.87580158	2.05034953	2.97490598	1.11977684	1.22934796	2.02240677	0.31787201	1.45053703	0.29520829	0.86358722	0.75099102	0.86907177	1.01134948	0.07539915	-0.32528566	2.07704712	1.24410137	0.67829537	1.41004864	1.26122928	1.5576844	0.80374297	-0.13622355	1.8918998	0.1825803	1.68022871	0.42173365	0.76679849	-0.15989587	3.05081765	0.57329351	1.12621278	1.92973586	1.14472253	1.03101423	0.70552962	1.54624118	0.42780008	0.68948836	0.79200223	0.84353003	0.94135471	2.032812	0.03988621	1.88988956	0.97072429	1.54729662	1.31876125	1.49219082	0.75562376	1.44679156	1.5829391	0.22993044	-0.52140157	0.21806039
hsa-miR-1976	2.27038071	0.58350611	1.6530574	1.49258184	1.26210907	1.55964114	0.71713679	1.4963597	1.71296454	1.58176039	-0.7694259	1.10296512	0.50431643	1.06844515	1.02335123	2.55684397	0.94548211	0.80563805	2.06253668	1.19738104	0.9541554	1.79727801	0.95945049	1.09296681	-0.00568359	1.73414616	1.59444629	1.41087604	2.25271831	0.30116012	1.92415141	2.56512895	1.49431364	1.73883654	1.50523829	0.51205066	2.75469614	1.71171752	1.79835736	1.43088745	2.483888	2.05870134	1.32621721	1.92643932	1.23786156	1.86518051	1.69499958	0.55332311	0.39276707	1.21273388	1.628714	1.30204711	1.5602167	-0.04611384	1.43892319	2.59496225	0.49343732	0.90865681	1.39580491	1.22520409	-0.02128309	1.35514466	1.89871838	1.2360412	2.2611783	2.25730831	0.73003808	1.27598893	0.06592439	1.65633749	2.63541188	0.88444732	2.1751002	0.01310564	2.18584548	0.43556069	-0.08287559	1.17522866	0.9030588	2.15049146	1.90742526	1.6086194	2.44300465	1.59349555	0.81160617	-0.05990241	1.3897491	0.94584428	1.34541629	0.91865901	1.26918487	2.55641214	1.01713185	0.60483627	2.32053767	0.17151911	1.42998559	2.12827408	3.19036799	0.43056918	1.73338734	2.21369739	0.95821523	2.52090383	1.29642498	0.44596328	0.56797134	2.8026915	0.90281983	1.96966816	1.78156301	0.74773308	2.74637291	1.61017771	2.63535056	1.23864323	1.11258079	1.45243962	-0.03454789	-0.00437267	1.30534174	2.0646783	2.66487123	2.54474512	1.34609892	0.39204698	0.97431724	1.63502572	1.29665296	1.28316785	2.62915149	0.83353465	1.36702159	2.29483894	0.43932026	1.87656839	2.14012584	1.54293403	1.25259959	0.86452226	2.37867812	0.49889364	2.37262849	1.6598828	1.8051212	2.10015673	1.95395883	1.48989339	0.72503468	1.38735929	1.24615384	0.81813733	1.91960975	0.46898642	0.46055925	-0.32938426	2.19792882	2.17894074	1.01051275	1.53082565	0.41854269	1.42871929	1.69050325	0.80423225	1.45195486	1.17877743	1.68549737	-0.08679871	1.09199466	1.09124549	1.54137862	1.57800511	2.12267636	1.65750101	0.41908078	1.21260097	1.60931141	1.50465276	1.53383963	1.07108018	0.94967523	0.9975231	3.09573123	3.31747033	1.42871735	1.96392107	2.63759279	1.76292202	1.6253048	0.0844225	1.63488085	2.22767079	1.62616139	2.01021923	1.74252035	1.31108263	1.27847772	0.39225827	-0.08463851	2.32470435	1.05593979	0.23815435	1.03780193	2.53172241	0.46622338	1.5350435	1.47822558	1.24795966	1.55095531	2.15231603	1.06694511	1.23280287	1.71220622	0.83602539	1.33218325	1.39453222	1.96099781	1.86564761	0.94053881	1.21846738	1.55097772	2.52423185	1.06260589	2.90893391	1.04778573	0.95532891	0.46600665	2.01221056	1.45163966	1.03686106	1.69445666	1.76774817	1.06260016	0.01304449	0.63149461	2.16376021	0.95748663	0.88398094	1.40257886	0.88048552	-0.21447756	1.06412693	2.50696297	0.9956247	2.28471458	1.61276718	1.46538703	1.97490598	1.38281124	0.96631356	2.70047867	0.73290951	2.45053703	1.03217388	0.86358722	1.33595352	1.45403427	1.01134948	2.07539915	3.13414595	1.75511903	0.8815313	0.94132977	2.21740356	1.67626678	0.87961249	1.80374297	1.44873895	0.5699717	1.1825803	1.68022871	1.83677115	0.76679849	0.42506663	1.29593015	0.89522161	1.12621278	0.75981086	1.88168812	1.61597673	2.82100684	0.32384876	1.01276258	1.58257316	2.01439465	0.25856753	0.35639221	1.22545707	2.15536343	2.25245964	1.38576179	1.54729662	0.47076434	2.90722832	2.07755185	2.44679156	0.9979766	0.96689604	2.72652595	1.80302289
