"","ARHGEF19","EPHA2","FBLIM1","ARID1A","SDC3","IQCC","LCK","HDAC1","BSDC1","TSSK3","ZBTB8OS","KIAA1522","TMEM54","RNF19B","PHC2","ZSCAN20","RPS8","SPATA6","FAF1","RNF11","OSBPL9","TXNDC12","KTI12","ZFYVE9","CC2D1B","ZCCHC11","ZYG11A","PODN","CPT2","MAGOH","YIPF1","C1orf175","PARS2","TTC22","TACSTD2","NFIA","LRRC40","SFRS11","FPGT","CRYZ","RABGGTB","ST6GALNAC3","PIGK","FUBP1","DNAJB4","SAMD13","GNG5","SYDE2","C1orf52","DDAH1","CYR61","SH3GLB1","HS2ST1","GTF2B","GBP2","LRRC8D","CDC7","GFI1","CCDC18","DNTTIP2","ABCD3","ALG14","PTBP2","SNX7","LPPR4","HIAT1","CCDC76","RTCD1","EXTL2","DPH5","AMY2A","PRMT6","C1orf59","PRPF38B","STXBP3","WDR47","GNAI3","AMPD2","RBM15","HBXIP","CAPZA1","ST7L","WNT2B","DCLRE1B","HIPK1","MAGI3","PTPN22","AMPD1","CSDE1","ADRA2B","DUSP2","STARD7","CIAO1","ITPR1","FYCO1","CCDC12","SCAP","SMARCC1","MAP4","ATRIP","CCDC51","CCDC72","CELSR3","PFKFB4","PRKAR2A","UQCRC1","ARIH2","WDR6","QARS","USP19","USP4","TCTA","AMT","DAG1","TRAIP","MST1R","MON1A","RBM6","C3orf18","GNAI2","HEMK1","HYAL3","IFRD2","MAPKAPK3","RASSF1","TUSC2","RRP9","ABHD14B","ABHD14A","ALAS1","DNAH1","GLYCTK","PPM1M","TWF2","NISCH","GNL3","SPCS1","NEK4","SFMBT1","RFT1","PRKCD","IL17RB","ACTR8","CCDC66","APPL1","FAM116A","PDHB","ACOX2","FAM3D","FHIT","PTPRG","CADPS","THOC7","PRICKLE2","SUCLG2","ARL6IP5","RYBP","SHQ1","PPP4R2","TBC1D23","TOMM70A","TMEM45A","TFG","RG9MTD1","PCNP","ZBTB11","ABHD10","ATG3","SLC35A5","WDR52","CCDC52","KIAA2018","NAT13","ATP6V1A","GPR87","AREG","TRIM26","TRIM39","RPP21","PRR3","DHX16","KIAA1949","CCHCR1","PSORS1C1","TCF19","AGER","BAT4","C6orf27","C6orf48","CYP21A2","DDAH2","EHMT2","MSH5","RDBP","SLC44A4","TNF","HLA-DOB","PSMB8","FAM135A","C6orf57","OGFRL1","BVES","OSTM1","SNX3","SLC22A16","WISP3","HEBP2","CCDC28A","AIG1","FUCA2","PHACTR2","SF3B5","EPM2A","SHPRH","RAB32","MAP3K7IP2","C6orf72","LRP11","RAET1G","PPP1R14C","CNKSR3","RBM16","TIAM2","GTF2H5","TMEM181","FNDC1","WTAP","TCP1","LOC729603","SLC22A1","LPA","MAP3K4","PARK2","DTX2","PRKRIP1","POLR2J","RASA4","PUS7","RINT1","COG5","DUS4L","IFRD1","C7orf53","CAV2","ST7","FAM3C","CADPS2","GPR37","POT1","ARF5","EXOC4","SLC35B4","CALD1","C7orf49","CHRM2","ZC3HAV1L","TTC26","KLRG2","BRAF","TMEM139","FAM115A","CTAGE4","ZNF212","ZNF783","ZNF746","C7orf29","ZNF775","NOS3","ATG9B","FASTK","NUB1","PRKAG2","RBM33","RNF32","NOM1","WDR60","DMRT1","KCNV2","KIAA0020","RFX3","C9orf46","ERMP1","IL33","ALDH1B1","CBWD5","ZNF658B","TTLL11","tAKR","C10orf18","ANKRD16","IL15RA","ATP5C1","TAF3","THNSL1","GPR158","ABI1","ACBD5","RAB18","MPP7","SVIL","MAP3K8","LYZL2","PARD3","PSMD13","IFITM3","HRAS","PKP3","RNH1","AP2A2","BRSK2","DUSP8","MRPL23","RRM1","TRIM21","TRIM66","NRIP3","WEE1","MRVI1","EIF4G2","RRAS2","CCDC34","METT5D1","APIP","TRAF6","FOLH1","DPP3","CTSF","RBM4B","SPTBN2","C11orf80","PC","RHOD","RAD9A","EED","CCDC81","C11orf54","JAM3","THYN1","ACAD8","PFKM","ZNF641","CCNT1","ADCY6","CACNB3","DHH","TUBA1A","SPATS2","KCNH3","MCRS1","BCDIN3D","RACGAP1","SMARCD1","DIP2B","LETMD1","DAZAP2","GDF11","SCYL2","GAS2L3","ANAPC7","PPTC7","TCTN1","OAS1","IQCD","TPCN1","SDS","RBM19","KLF13","GOLGA8A","AQR","ZNF770","TP53BP1","STRC","SERF2","WDR76","PHKB","LONP2","N4BP1","CYLD","CHD9","RBL2","AKTIP","NLRC5","ARL2BP","CIAPIN1","COQ9","AP1G1","TXNL4B","PMFBP1","CFDP1","CHST6","GABARAPL2","KARS","ZNF594","C1QBP","DERL2","MIS12","MED31","DLG4","ACADVL","DULLARD","PLSCR3","ZBTB4","SAT2","DNAH2","C17orf68","PFAS","NTN1","STX8","MYH3","SCO1","ZNF18","MYOCD","RICH2","ELAC2","FAM18B2","ZNF286A","NCOR1","CRLF3","C17orf42","SUZ12","RHOT1","CCT6B","MRM1","ZNHIT3","C17orf78","TRIM25","COIL","AKAP1","MPO","RNF43","HSF5","TEX14","C17orf71","PTRH2","TMEM49","TUBD1","RPS6KB1","BCAS3","INTS2","EFCAB3","TANC2","CSHL1","GH2","ERN1","POLG2","DDX5","SMURF2","GNA13","HELZ","BPTF","KPNA2","AMZ2","SLC16A6","ABCA6","ABCA5","RPL38","CD300LB","SLC9A3R1","C17orf28","CDR2L","GRIN2C","NUP85","SLC25A19","GRB2","MYO15B","SAP30BP","TRIM47","TSEN54","UNK","ACOX1","AANAT","RHBDF2","CYGB","ST6GALNAC2","SFRS2","MGAT5B","SEC14L1","BIRC5","PGS1","DNAH17","CCDC40","CCDC57","CSNK1D","SLC16A3","CLUL1","C18orf56","SMCHD1","C18orf18","ZFP161","PTPN2","CEP192","RNMT","DOK6","CYB5A","CNDP1","ZNF407","ZNF516","NFATC1","C18orf22","PARD6G","MRPL54","SF4","NDUFA13","TSSK6","PBX4","GMIP","ZNF486","ZNF85","ZNF493","POP4","C19orf2","DPY19L3","PIGU","NCOA6","PROCR","MMP24","RBM12","C20orf107","BMP7","RAE1","RBM38"
"TCGA-A2-A04P-01",-0.293,-0.305,-0.305,-0.343,0.063,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.102,0.046,0.046,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.008,-0.008,-0.026,-0.016,0.02,0.02,0.02,-0.051,-0.051,-0.039,-0.027,-0.027,-0.022,-0.022,-0.022,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,0.08,0.08,0.08,0.08,0.327,-0.473,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.453,-0.45,-0.45,-0.45,-0.45,0.295,0.295,0.295,0.295,0.295,0.295,0.295,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,0.347,0.643,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.631,0.633,-0.084,-0.084,-0.084,0.367,-0.404,-0.404,-0.404,-0.404,1.696,1.696,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.497,1.497,1.497,1.068,1.068,1.068,1.068,1.068,1.068,1.068,1.068,1.068,1.068,0.451,0.463,0.463,0.463,0.453,0.453,0.453,0.453,0.426,0.426,0.426,0.426,0.423,0.423,0.385,0.385,0.365,0.068,0.111,0.111,0.111,0.092,0.092,0.092,0.092,-0.253,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.114,-0.107,-0.107,-0.107,0.725,0.775,0.775,0.775,0.775,0.775,0.775,0.248,0.437,0.437,-0.472,0.475,0.475,0.475,0.475,0.292,0.292,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,-0.515,0.198,-0.147,-0.147,-0.147,-0.492,-0.492,-0.492,-0.492,-0.448,-0.448,-0.465,-0.465,-0.465,-0.465,-0.465,-0.45,0.265,0.265,0.276,0.276,0.276,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.441,-0.441,-0.453,-0.256,-0.281,-0.281,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,0.357,0.357,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.518,-0.518,-0.518,-0.518,-0.512,-0.512,-0.512,-0.512,0.297,0.297,0.297,0.297,0.297,0.297,0.297,-0.474,-0.474,-0.474,-0.474,0.313,0.313,0.313,-0.222,0.292,0.292,0.292,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.464,-0.464,-0.481,-0.481,-0.481,-0.481,-0.44,-0.503,-0.476,-0.465,-0.465,-0.465,-0.465,-0.465,-0.465,-0.465,-0.465,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,-0.455,1.048,0.248,0.248,0.248,0.935,0.935,0.935,0.935,0.935,0.935,1.103,1.241,1.241,1.241,1.241,1.241,1.241,1.241,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.266,1.266,1.266,1.266,1.266,1.266,1.147,1.144,1.144,-0.295,-0.295,-0.295,-0.285,-0.285,-0.285,-0.285,-0.285,-0.66,-0.66,-0.66,-0.66,-0.66,-0.688,-0.688,-0.688,-0.069,1.511,1.511,1.511,1.511,1.511,1.511,1.729,1.729,0.517,0.517,0.517,-0.455,-0.455,-0.455,-0.455,-0.455,0.331,0.331,0.331,0.331
"TCGA-A2-A0CM-01",0.211,0.205,0.205,0.179,0.179,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.16,0.16,0.16,0.168,0.168,0.141,0.141,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.165,0.163,0.286,0.286,0.286,0.286,0.286,0.24,0.193,0.193,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.192,0.192,0.192,0.192,0.322,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.214,-0.223,-0.243,-0.243,-0.243,-0.243,-0.243,-0.226,-0.226,-0.226,-0.226,-0.226,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.202,-0.233,-0.233,-0.233,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.544,-0.04,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.242,0.23,-0.14,-0.14,-0.14,0.536,0.536,0.536,0.518,0.518,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.466,-0.099,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,-0.123,-0.123,-0.123,-0.123,-0.123,-0.123,-0.123,-0.123,-0.123,-0.123,-0.087,-0.087,-0.087,-0.087,-0.087,-0.087,-0.087,-0.087,-0.156,-0.156,-0.156,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.162,-0.159,-0.159,-0.172,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.248,0.099,0.099,-0.047,1.274,1.274,1.274,1.274,1.223,1.223,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.163,0.163,0.163,0.163,0.163,0.163,0.084,0.084,0.177,0.139,0.117,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.326,-0.326,-0.326,-0.347,-0.347,-0.347,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.174,-0.174,-0.174,-0.174,-0.174,-0.201,-0.211,-0.211,-0.211,-0.211,-0.211,0.389,0.389,0.389,0.338,0.338,0.338,0.338,-0.227,-0.227,-0.227,-0.227,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.241,-0.241,-0.241,-0.241,-0.241,-0.241,-0.241,-0.241,-0.241,-0.241,-0.241,-0.227,-0.227,-0.214,-0.211,-0.211,-0.211,-0.211,-0.211,-0.211,-0.211,-0.211,-0.211,-0.211,-0.211,-0.211,0.063,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.181,0.181,0.181,0.181,0.181,0.181,0.346,0.346,0.322,0.322,0.322,0.286,0.286,0.286,-0.209,-0.209,-0.209,-0.209,-0.209,-0.209,-0.204,-0.204,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,6,6,0.037,0.573,0.573,0.573,0.573,0.573,0.571,0.551,0.551,0.551
"TCGA-BH-A18V-01",-0.476,-0.476,-0.476,-0.435,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.424,-0.424,-0.424,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.39,-0.41,-0.43,-0.43,-0.441,-0.441,-0.441,-0.441,-0.441,-0.441,-0.441,-0.441,-0.441,0.361,0.361,0.361,0.361,-0.015,-0.023,-0.023,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.014,-0.049,-0.049,-0.049,-0.049,-0.049,-0.049,-0.049,-0.049,-0.049,-0.049,-0.11,-0.057,-0.057,-0.057,-0.057,-0.003,0.031,-0.026,-0.026,-0.026,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.043,-0.033,-0.033,-0.033,-0.033,-0.033,1.392,-0.261,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.728,0.717,-0.003,-0.003,-0.003,-0.011,-0.011,-0.011,-0.011,-0.011,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,0.523,0.461,0.461,0.461,0.451,0.451,0.451,0.451,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,-0.407,-0.407,-0.495,-0.495,-0.495,-0.495,-0.495,-0.514,-0.514,-0.514,-0.514,1.018,0.405,0.405,0.405,0.338,0.338,0.338,0.335,-0.05,-0.05,0.345,1.699,1.699,1.699,1.699,0.899,0.899,0.166,0.166,0.487,0.182,0.182,0.182,0.182,0.182,0.182,0.182,-0.458,-0.458,-0.458,-0.458,-0.458,-0.458,-0.458,-0.458,-0.458,-0.458,-0.458,-0.441,-0.441,-0.441,-0.441,-0.441,-0.441,-0.449,-0.449,0.337,0.337,0.265,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.36,0.36,0.713,-0.479,-0.479,-0.479,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.429,-0.429,-0.448,-0.448,-0.448,-0.44,-0.44,-0.44,-0.44,-0.44,0.213,0.238,0.264,0.264,0.334,0.334,0.334,0.334,0.24,0.24,0.24,0.24,1.195,1.195,1.195,0.294,0.294,0.294,0.294,0.653,0.653,0.653,0.765,0.765,0.765,0.765,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.425,-0.425,-0.453,-0.452,-0.452,-0.452,-0.452,-0.47,-0.46,-0.46,-0.45,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.287,-0.43,0.43,0.43,0.43,-0.016,-0.016,-0.016,-0.016,-0.016,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.421,-0.421,-0.421,-0.421,-0.421,-0.434,-0.434,-0.434,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.45,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.284,0.284,0.284,-0.437,-0.437,-0.437,-0.437,-0.462,0.015,0.015,0.015,0.015
"TCGA-BH-A18Q-01",-0.534,-0.54,-0.54,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,-0.488,-0.488,-0.488,-0.488,-0.498,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.014,-0.006,-0.006,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.032,0.032,0.032,0.032,0.007,-0.512,-0.512,-0.516,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.525,-0.527,-0.533,-0.533,-0.533,-0.533,-0.497,-0.497,-0.497,-0.497,-0.497,-0.497,-0.496,-0.489,-0.489,-0.489,-0.489,-0.489,-0.491,-0.491,-0.491,-0.491,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.988,-0.469,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.542,0.542,0.542,0.761,0.761,0.761,0.761,0.761,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.456,0.456,0.456,-0.079,-0.079,-0.079,-0.079,-0.079,-0.079,-0.079,-0.079,-0.079,-0.079,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.471,-0.488,-0.488,-0.488,-0.488,-0.488,-0.488,-0.488,-0.488,-0.469,-0.469,-0.45,-0.45,-0.45,-1.009,-1.009,-1.009,-1.009,-1.009,-1.008,-1.008,-1.008,-1.008,-1.008,-1.008,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-0.034,-0.037,-0.037,-0.037,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.496,0.008,0.008,-0.519,0.483,0.483,0.483,0.483,0.483,0.483,0.472,0.472,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,-0.527,-0.527,-0.527,-0.527,-0.527,-0.527,-0.527,-0.527,-0.527,-0.527,-0.527,-0.497,-0.497,-0.497,-0.497,-0.497,-0.497,-0.489,-0.489,-0.475,-0.508,-0.452,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.015,-0.469,-0.469,-0.469,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.495,-0.004,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.99,-0.942,-0.944,-0.944,-0.466,-0.466,-0.466,-0.466,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,-0.03,-0.03,-0.03,-0.03,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.521,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.519,0.519,0.519,0.922,0.963,0.963,0.963,0.019,0.019,-0.001,-0.001,-0.001,-0.011,-0.011,0.487,-0.524,-0.571,-0.571,-0.571,-0.571,-0.571,-0.571,-0.571,-0.068,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.474,0.474,0.474,0.474,0.474,0.474,0.474,0.474,0.474
